"report_id","date_time","police_beat","address_number_primary","address_pd_primary","address_road_primary","address_sfx_primary","address_pd_intersecting","address_name_intersecting","address_sfx_intersecting","violation_section","violation_type","charge_desc","injured","killed","hit_run_lvl"
"186446","2018-08-18 15:10:00","611","2900"," ","MIDWAY","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186671","2018-08-18 15:15:00","627","3800"," ","01ST","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186494","2018-08-18 15:15:00","623","2400"," ","HOTEL CIRCLE","PLACE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"187464","2018-08-18 15:45:00","999","0"," ","ECB"," "," "," "," ","22100A","VC","RIGHT TURNS AT INTERSECTIONS","0","0","MISDEMEANOR"
"186467","2018-08-18 15:55:00","526","1400"," ","09TH","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"186478","2018-08-18 16:30:00","121","3100"," ","MISSION","BOULEVARD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186801","2018-08-18 16:30:00","123","0"," ","DE ANZA COVE"," "," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186381","2018-08-18 16:30:00","122","3800"," ","CROWN POINT","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186411","2018-08-18 17:08:00","123","1900"," ","WEST MISSION BAY","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186577","2018-08-18 17:30:00","123","0"," ","MISSION BAY","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","1","0",""
"186401","2018-08-18 17:31:00","611","4300"," ","PACIFIC","HIGHWAY"," "," "," ","21801A","VC","LEFT TURN YIELD UNTIL SAFE OR U-TURN","1","0",""
"186640","2018-08-18 17:44:00","122","1000"," ","GARNET","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0",""
"186362","2018-08-18 17:46:00","315","3800"," ","CAM DEL RIO NORTH"," "," "," "," ","21453C","VC","RED ARROWDO NOT ENTER INTERSECTION","4","0",""
"186477","2018-08-18 17:50:00","122","1700"," ","GARNET","AVENUE"," "," "," ","21235(G)","VC","OPERATE MOTORIZED SCOOTER UPON A SIDEWALK","1","0",""
"186563","2018-08-18 18:05:00","122","2900"," ","DAMON","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"186360","2018-08-18 18:18:00","312","4900"," ","SANTO","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186372","2018-08-18 18:30:00","124","2300"," ","TORREY PINES","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186335","2018-08-18 18:59:00","524","1000"," ","05TH","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186318","2018-08-18 19:00:00","437","6900"," ","SANDLEFORD","WAY"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186428","2018-08-18 19:20:00","813","3900"," ","ARIZONA","STREET"," "," "," ","21651B","VC","DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY","1","0",""
"186595","2018-08-18 20:00:00","712","2100"," ","SMYTHE","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186552","2018-08-18 20:30:00","822","5700"," ","EL CAJON","BOULEVARD"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0",""
"186392","2018-08-18 20:42:00","524","1100"," ","11TH","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"186570","2018-08-18 20:50:00","122","3600"," ","INGRAHAM","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186416","2018-08-18 21:00:00","822","0"," ","60TH","STREET"," ","EL CAJON","BOULEVARD","21801A","VC","LEFT TURN YIELD UNTIL SAFE OR U-TURN","0","0","MISDEMEANOR"
"186361","2018-08-18 22:00:00","315","9100"," ","FRIARS","ROAD"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","2","0",""
"186308","2018-08-18 22:55:00","614","2100"," ","SPRAY","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186309","2018-08-18 23:05:00","618","700"," ","SUNSET CLIFFS","BOULEVARD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186455","2018-08-19 00:01:00","623","7000"," ","FRIARS","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186817","2018-08-19 01:19:00","436","6800"," ","MADRONE","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186584","2018-08-19 01:38:00","313","8100"," ","BALBOA","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","2","0",""
"186444","2018-08-19 01:55:00","813","0"," ","EL CAJON","BOULEVARD"," ","I-805 SB"," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0",""
"186330","2018-08-19 02:36:00","321","6200"," ","MISSION GORGE","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186365","2018-08-19 02:58:00","234","16200"," ","BERNARDO HEIGHTS","PARKWAY"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186548","2018-08-19 04:00:00","122","1200"," ","GRAND","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"186521","2018-08-19 12:53:00","521","1300"," ","PARK","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","4","0",""
"186576","2018-08-19 13:50:00","123","0"," ","MISSION BAY","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","1","0",""
"186374","2018-08-19 14:30:00","434","900"," ","CARDIFF","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186426","2018-08-19 14:48:00","934","5400"," ","CARMEL MTN","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","2","0","MISDEMEANOR"
"186776","2018-08-19 14:50:00","123","0"," ","FIESTA BAY"," "," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","1","0","MISDEMEANOR"
"186485","2018-08-19 15:45:00","327","5400"," ","RESERVOIR","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186315","2018-08-19 15:51:00","442","1300","S","43RD","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186430","2018-08-19 18:46:00","813","4000"," ","HAMILTON","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186409","2018-08-19 18:54:00","813","3700"," ","28TH","STREET"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0","MISDEMEANOR"
"186456","2018-08-19 19:15:00","612","2800"," ","LYTTON","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186427","2018-08-19 19:29:00","813","2400"," ","LINCOLN","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"18200017","2018-08-19 20:30:00","242","8100"," ","COLUMBUS","STREET"," "," "," ","22107","VC","TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I)","0","0","MISDEMEANOR"
"187305","2018-08-19 21:00:00","826","4300"," ","53RD","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186543","2018-08-19 21:46:00","452","300"," ","WOODMAN","STREET"," "," "," ","21703","VC","FOLLOWING TOO CLOSELY","1","0",""
"186541","2018-08-19 21:53:00","446","1300","S","EUCLID","AVENUE"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","3","0",""
"186321","2018-08-19 22:00:00","712","4300"," ","BORDER VILLAGE","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186345","2018-08-19 22:10:00","623","4400"," ","TAYLOR","STREET"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0",""
"186382","2018-08-19 22:20:00","614","5000"," ","NEWPORT","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"186351","2018-08-20 01:01:00","434","7100"," ","LISBON","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"186549","2018-08-20 02:18:00","511","2100"," ","LOGAN","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"186391","2018-08-20 07:05:00","524","1000"," ","04TH","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","1","0",""
"187233","2018-08-20 09:42:00","514","2400"," ","IMPERIAL","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186437","2018-08-20 10:20:00","124","700"," ","NAUTILUS","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186405","2018-08-20 10:30:00","828","3800"," ","WINONA","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186424","2018-08-20 10:52:00","838","4000"," ","CHEROKEE","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0","MISDEMEANOR"
"186434","2018-08-20 12:12:00","312","5400"," ","SANTO","ROAD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","2","0",""
"186479","2018-08-20 13:09:00","113","4600"," ","MORENA","BOULEVARD"," "," "," ","21804","VC","ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY","2","0",""
"187979","2018-08-20 13:14:00","124","800"," ","COAST","BOULEVARD"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0",""
"186580","2018-08-20 13:16:00","111","5500"," ","BALBOA","AVENUE"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","1","0",""
"186578","2018-08-20 13:22:00","122","4600"," ","MISSION BAY","DRIVE"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"186531","2018-08-20 13:55:00","243","8200"," ","MIRAMAR","ROAD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","2","0",""
"186369","2018-08-20 15:03:00","511","0"," ","I-5 SB"," "," ","NATIONAL","AVENUE","21703","VC","FOLLOWING TOO CLOSELY","0","0","MISDEMEANOR"
"186399","2018-08-20 15:10:00","622","4800"," ","FRIARS","ROAD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"186436","2018-08-20 15:40:00","723","2700"," ","BEYER","BOULEVARD"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"186421","2018-08-20 16:00:00","822","4600"," ","COLLEGE","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186435","2018-08-20 16:22:00","838","3500"," ","UNIVERSITY","AVENUE"," "," "," ","21755","VC","PASS ON THE RIGHT SAFELY","1","0",""
"186970","2018-08-20 17:00:00","112","5300"," ","BURFORD","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186406","2018-08-20 18:31:00","813","2600"," ","POLK","AVENUE"," "," "," ","21804","VC","ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY","0","0","MISDEMEANOR"
"186414","2018-08-20 19:00:00","124","8800"," ","VILLA LA JOLLA","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186400","2018-08-20 19:50:00","246","10200"," ","SCRIPPS POWAY","PARKWAY"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"186385","2018-08-20 20:48:00","122","1300"," ","GRAND","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","2","0",""
"186404","2018-08-20 22:08:00","813","4000"," ","ILLINOIS","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"186375","2018-08-20 23:47:00","441","300"," ","SOUTHLOOK","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186481","2018-08-21 00:00:00","521","1200"," ","PARK","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"188937","2018-08-21 00:01:00","122","1200"," ","GARNET","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186461","2018-08-21 00:01:00","116","4500"," ","DAKOTA","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186668","2018-08-21 00:01:00","115","4000"," ","GOVERNOR","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186538","2018-08-21 05:40:00","713","9300"," ","SIEMPRE VIVA","ROAD"," "," "," ","21950A","VC","YIELD RIGHT OF WAY TO PEDESTRIANS","1","0",""
"186613","2018-08-21 06:48:00","437","400","S","MEADOWBROOK","DRIVE"," "," "," ","21801A","VC","LEFT TURN YIELD UNTIL SAFE OR U-TURN","1","0",""
"18200019","2018-08-21 08:12:00","627","300"," ","LEWIS","STREET"," "," "," ","22107","VC","TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I)","0","0",""
"186475","2018-08-21 10:24:00","115","6800"," ","GENESEE","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"18200020","2018-08-21 11:10:00","626","3500"," ","INDIA","STREET"," "," "," ","22107","VC","TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I)","0","0",""
"18200021","2018-08-21 13:36:00","531","2000"," ","PAN AMERICAN","PLAZA"," "," "," ","21750","VC","PASSING:UNSAFE PASSING:SAME DIRECTION (I)","1","0",""
"186513","2018-08-21 13:48:00","321","0"," ","MISSION GORGE","PLACE"," ","MISSION GORGE","PLACE","21650.1","VC","BICYCLE DRIVING ON WRONG SIDE OF ROAD","1","0","MISDEMEANOR"
"186617","2018-08-21 14:22:00","524","1000"," ","06TH","AVENUE"," "," "," ","21228","VC","PERSON OPERATING A MOTORIZED SCOOTER UPON A HIGHWAY","1","0",""
"186566","2018-08-21 15:00:00","712","1800"," ","SMYTHE","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"186443","2018-08-21 15:01:00","122","1700"," ","PACIFIC BEACH","DRIVE"," "," "," ","23152A","VC","DUI ALCOHOL","0","0",""
"186431","2018-08-21 15:12:00","841","6600"," ","COLLEGE GROVE","DRIVE"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"186468","2018-08-21 15:19:00","831","4000"," ","45TH","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186490","2018-08-21 16:43:00","838","3400"," ","UNIVERSITY","AVENUE"," "," "," ","21703","VC","FOLLOWING TOO CLOSELY","0","0","MISDEMEANOR"
"186535","2018-08-21 17:00:00","234","10900"," ","RANCHO BERNARDO","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","2","0",""
"186501","2018-08-21 17:15:00","627","3700"," ","CENTRE","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"186407","2018-08-21 17:15:00","822","5800"," ","EL CAJON","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0","MISDEMEANOR"
"186789","2018-08-21 18:00:00","122","4300"," ","GRESHAM","STREET"," "," "," ","21650","VC","FAILURE TO DRIVE ON RIGHT SIDE OF ROADWAY","1","0","MISDEMEANOR"
"187400","2018-08-21 18:40:00","443","4100"," ","DELTA","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186554","2018-08-21 19:14:00","122","3700"," ","INGRAHAM","STREET"," "," "," ","21801A","VC","LEFT TURN YIELD UNTIL SAFE OR U-TURN","0","0","MISDEMEANOR"
"186483","2018-08-21 19:53:00","437","6800"," ","PARADISE VALLEY","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186537","2018-08-21 20:02:00","725","4600"," ","PALM","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","2","0",""
"187576","2018-08-21 20:05:00","242","10700"," ","CAM RUIZ"," "," "," "," ","21954A","VC","PEDESTRIANS OUTSIDE CROSSWALKS","1","1",""
"186506","2018-08-22 00:01:00","122","1000"," ","GARNET","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186460","2018-08-22 04:30:00","234","16100"," ","FAIRWAY HEIGHTS RW","ROW"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"186472","2018-08-22 07:09:00","232","14800"," ","CAM DEL NORTE"," "," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"186482","2018-08-22 07:38:00","524","1300"," ","04TH","AVENUE"," "," "," ","21950A","VC","YIELD RIGHT OF WAY TO PEDESTRIANS","1","0",""
"186447","2018-08-22 07:40:00","723","0"," ","805"," "," ","PALM","AVENUE","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186450","2018-08-22 07:45:00","327","5400"," ","RESERVOIR","DRIVE"," "," "," ","20002(A)","VC","HIT AND RUN","0","0","MISDEMEANOR"
"186464","2018-08-22 08:00:00","621","1400"," ","ACHESON","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186607","2018-08-22 08:26:00","723","2900"," ","CORONADO","AVENUE"," "," "," ","21950A","VC","YIELD RIGHT OF WAY TO PEDESTRIANS","1","0",""
"186762","2018-08-22 09:36:00","122","3900"," ","CROWN POINT","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186473","2018-08-22 10:49:00","242","9700"," ","MIRA MESA","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"187107","2018-08-22 10:52:00","324","8800"," ","NAVAJO","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"186508","2018-08-22 12:17:00","446","1500","S","47TH","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186465","2018-08-22 13:10:00","326","5100"," ","COLLEGE","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186592","2018-08-22 13:30:00","723","3800"," ","PALM","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"188112","2018-08-22 14:01:00","313","7700"," ","BALBOA","AVENUE"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","2","0",""
"186515","2018-08-22 14:22:00","111","0"," ","BALBOA","AVENUE"," ","MT ALIFAN","DRIVE","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"186517","2018-08-22 14:44:00","112","4600"," ","GENESEE","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"186480","2018-08-22 15:28:00","524","1000"," ","B","STREET"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"186451","2018-08-22 18:15:00","313","4200"," ","KEARNY MESA","ROAD"," "," "," ","22106","VC","HIT AND RUN","0","0","MISDEMEANOR"
"186454","2018-08-22 20:01:00","124","1000"," ","TORREY PINES","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186449","2018-08-22 23:30:00","823","6000"," ","STREAMVIEW","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186502","2018-08-23 00:37:00","613","2800"," ","WORDEN","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186510","2018-08-23 01:15:00","723","3100"," ","CORONADO","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0","MISDEMEANOR"
"186730","2018-08-23 02:30:00","813","3000"," ","EL CAJON","BOULEVARD"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"186564","2018-08-23 04:00:00","116","4800"," ","JUMANO","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186841","2018-08-23 07:10:00","114","5000"," ","CLAIREMONT","DRIVE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0",""
"186540","2018-08-23 07:59:00","712","1700"," ","DAIRY MART","ROAD"," "," "," ","21950A","VC","YIELD RIGHT OF WAY TO PEDESTRIANS","1","0",""
"187158","2018-08-23 08:45:00","622","5900"," ","LINDA VISTA","ROAD"," "," "," ","20002(A)","VC","HIT AND RUN","0","0","MISDEMEANOR"
"186948","2018-08-23 08:45:00","622","5900"," ","LINDA VISTA","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186585","2018-08-23 09:37:00","313","4800"," ","SHAWLINE","STREET"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0",""
"18200022","2018-08-23 11:09:00","511","1600"," ","LOGAN","AVENUE"," "," "," ","22350","VC","UNSAFE SPEED (BASIC SPEED LAW) (I)","1","0",""
"186551","2018-08-23 11:50:00","446","300"," ","ST RITA","COURT"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0",""
"186532","2018-08-23 12:03:00","242","10700"," ","CAM RUIZ"," "," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"186471","2018-08-23 12:16:00","813","3800"," ","LOUISIANA","STREET"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","2","0",""
"18200023","2018-08-23 12:20:00","611","2900"," ","PACIFIC","HIGHWAY"," "," "," ","21453A","VC","SIGNAL LIGHTS:CIRCULAR RED (I)","4","0",""
"186500","2018-08-23 13:00:00","233","9900"," ","CARMEL MTN","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186940","2018-08-23 13:10:00","934","13400"," ","PACIFIC HIGHLANDS","PARKWAY"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"186628","2018-08-23 14:12:00","241","9800"," ","HIBERT","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186575","2018-08-23 14:13:00","628","1300","W","UPAS","STREET"," "," "," ","21460A","VC","DRIVING TO LEFT OF DOUBLE SOLID LINES","0","0",""
"186565","2018-08-23 14:20:00","124","1200"," ","COAST","BOULEVARD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"186470","2018-08-23 14:37:00","524","1200"," ","10TH","AVENUE"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"186526","2018-08-23 14:51:00","113","3000"," ","LUNA","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","2","0",""
"186590","2018-08-23 15:50:00","315","900"," ","CAM DEL RIO NORTH"," "," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
